id,name,slug,type,status,description,short_description,sku,price,sale_price,stock_quantity,stock_status,manage_stock,weight,length,width,height,tax_class,shipping_class,featured,sold_individually,min_purchase_quantity,max_purchase_quantity,backorders,catalog_visibility,categories,tags,brands,image_url,gallery_image_urls,variation_parent_sku,variation_attributes,bundled_items_json,grouped_children_skus,upsell_skus,cross_sell_skus,related_skus,downloadable_files_json,external_url,external_button_text
,Nimbus Full-Frame Mirrorless Camera Body Series 0031,nimbus-full-frame-mirrorless-camera-body-series-0031,physical,publish,"Designed to last, 24MP back-illuminated sensor with 5-axis in-body image stabilisation. 4K 24p video with 10-bit 4:2:2 internal recording, dual UHS-II SD slots, weather-sealed magnesium-alloy body, and a 3.0-inch vari-angle touchscreen. Independently lab-tested for safety and durability.",24MP mirrorless body with 4K 24p video and IBIS.,TJC-CAM-00031,864.98,,194,instock,1,0.72,14,10,8,,fragile,,,1,,notify,visible,"Electronics, Cameras","camera, mirrorless, photography",Nimbus,https://loremflickr.com/1200/1200/camera%2Cdslr%2Cmirrorless?lock=700031,https://picsum.photos/seed/tjc-cam-00031-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00031-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00031-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00031-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-cam-00031-g5/1200/1200.jpg,,,,,,,,,,
,"Halo Vision 75"" 4K Mini-LED TV Model 0032",halo-vision-75-4k-mini-led-tv-model-0032,physical,publish,"A studio-tested favourite, QLED panel with full-array local dimming and a 120Hz native refresh rate. Dolby Vision IQ, Dolby Atmos through a 2.1.2 down-firing speaker array, HDMI 2.1 with VRR and ALLM on all four ports, and Wi-Fi 6E for cable-free streaming. 30-day no-questions returns.",Premium 4K QLED TV with Dolby Vision IQ and 120Hz panel.,TJC-TVS-00032,1501.5,,219,instock,1,17.74,145,90,7,,bulky,,,1,,,visible,"Electronics, TVs","tv, 4k, smart-tv, dolby-vision",Aurora Tech,https://loremflickr.com/1200/1200/television%2Ctv?lock=700032,https://picsum.photos/seed/tjc-tvs-00032-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-tvs-00032-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-tvs-00032-g3/1200/1200.jpg,,,,,,,,,,
,Meridian Wide-Leg Pleated Skirt Pro Ref. 00033,meridian-wide-leg-pleated-skirt-pro-ref-00033,physical,publish,"Engineered for daily use, tailored fit cut crafted from a linen-cotton blend with a back-yoke detail. Soft-washed for an instantly broken-in feel; designed to hold its colour through 60+ washes. Designed in-house and made to last.",tailored fit skirt crafted from a linen-cotton blend.,TJC-WMB-00033,104.28,,139,instock,1,0.73,32,25,3,,,,,1,,,visible,"Clothing, Women","womens, apparel, bottom",Meridian Wear,https://loremflickr.com/1200/1200/womens%2Cjeans%2Cpants?lock=700033,https://picsum.photos/seed/tjc-wmb-00033-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-wmb-00033-g2/1200/1200.jpg,,,,,,,,,,
,Pulse Pro In-Ear Monitors Edge Mk 0034,pulse-pro-in-ear-monitors-edge-mk-0034,physical,publish,"Built around what you actually use, Compact true-wireless earbuds with adaptive active noise cancellation and a wireless charging case. 10 hours per charge, 44 hours total with the case. Bluetooth 5.3 multipoint, IPX5 sweat and rain resistance, and four-microphone beamforming for clear calls in busy environments. Free carbon-neutral shipping over $50.",TWS earbuds with ANC and a wireless charging case.,TJC-AUD-EB-00034,226.77,,148,instock,1,0.05,6,5,3,,,,,1,,,visible,"Electronics, Audio","earbuds, tws, anc, wireless, audio",Vega Audio,https://loremflickr.com/1200/1200/wireless%2Cearbuds?lock=700034,https://picsum.photos/seed/tjc-aud-eb-00034-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-aud-eb-00034-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-aud-eb-00034-g3/1200/1200.jpg,,,,,,,,,,
,Echo Edge Bluetooth Headphones № 0035,echo-edge-bluetooth-headphones-no-0035,physical,publish,"Built around what you actually use, Over-ear wireless headphones with hybrid active noise cancellation, 24-hour battery life and memory-foam ear cushions. Bluetooth 5.3 multipoint keeps two devices paired at once and USB-C fast charging gives 4 hours of playback in a 10-minute top-up. Custom-tuned 40mm dynamic drivers deliver detailed mids and controlled low end without the boomy bass typical of consumer cans. Free carbon-neutral shipping over $50.",24h ANC over-ear headphones with USB-C fast charge.,TJC-AUD-HP-00035,360.05,,165,instock,1,0.39,20,18,9,,,,,1,,,visible,"Electronics, Audio","headphones, bluetooth, wireless, anc, audio",Nova Labs,https://loremflickr.com/1200/1200/headphones%2Cover-ear?lock=700035,https://picsum.photos/seed/tjc-aud-hp-00035-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-aud-hp-00035-g2/1200/1200.jpg,,,,,,,,,,
,Halo Pro Streaming Microphone S-0036,halo-pro-streaming-microphone-s-0036,physical,publish,"Crafted with care, Hall-effect sensors, sub-1ms low-latency wireless via 2.4GHz USB dongle, and an 36-hour battery. Hot-swappable switches, per-key RGB, and aluminium construction with PBT double-shot keycaps where applicable. Backed by a two-year warranty.",Pro-tier peripheral with sub-1ms wireless latency.,TJC-GAM-00036,451.15,383.72,105,instock,1,0.5,24,16,12,,,,,1,,,visible,"Electronics, Gaming","gaming, peripheral, keyboard",Pulse Electronics,https://loremflickr.com/1200/1200/gaming%2Ccontroller%2Cconsole?lock=700036,https://picsum.photos/seed/tjc-gam-00036-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-gam-00036-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-gam-00036-g3/1200/1200.jpg,,,,,,,,,,
,Sunbeam Play Forest Wooden Puzzle (24 pcs) Series 0037,sunbeam-play-forest-wooden-puzzle-24-pcs-series-0037,physical,publish,"Crafted with care, FSC-certified solid-beech blocks finished with non-toxic water-based stains and beeswax polish. 60 pieces in a cotton drawstring bag; tested to EN71 and CPSIA. Designed in-house and made to last.",FSC beech blocks finished with non-toxic stains.,TJC-TKD-00037,48.38,40.98,0,outofstock,1,2.72,35,25,12,,,,,1,,,visible,"Toys, Kids","toys, kids, wooden",Maple Bear,https://loremflickr.com/1200/1200/kids%2Ctoy%2Cwooden?lock=700037,https://picsum.photos/seed/tjc-tkd-00037-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-tkd-00037-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-tkd-00037-g3/1200/1200.jpg,,,,,,,,,,
,Stride Core Pull-Up Bar Model 0038,stride-core-pull-up-bar-model-0038,physical,publish,"Made for everyday performance, 4kg cast iron with a powder-coated finish and a soft-grip handle. Built to take a beating in a home gym; backed by a lifetime warranty. Ships in 100% recyclable packaging.","Studio-grade home-gym essential, lifetime warranty.",TJC-FIT-00038,236.25,,235,instock,1,14.42,60,40,10,,,,,1,,,visible,"Sports, Fitness","fitness, gym, strength",Summit Gear,https://loremflickr.com/1200/1200/fitness%2Cgym%2Cequipment?lock=700038,https://picsum.photos/seed/tjc-fit-00038-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-fit-00038-g2/1200/1200.jpg,,,,,,,,,,
,Trailwise Basecamp 60L Hiking Backpack Ref. 00039,trailwise-basecamp-60l-hiking-backpack-ref-00039,physical,publish,"Designed to last, Sub-2kg trail tent with a fully-taped fly rated to 3,000mm, two doors and two vestibules. DAC Featherlite poles, colour-coded clips, and a footprint included in the box. Free carbon-neutral shipping over $50.","Sub-2kg double-wall 2-person tent, 3000mm fly.",TJC-OUT-00039,326.07,,200,instock,1,2.86,70,30,20,,,,,1,,,visible,"Sports, Outdoor","outdoor, camping, hiking",Trailwise,https://loremflickr.com/1200/1200/camping%2Ctent%2Cbackpack%2Coutdoor?lock=700039,https://picsum.photos/seed/tjc-out-00039-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-out-00039-g2/1200/1200.jpg,,,,,,,,,,
,Meridian Mid-Rise Tailored Chinos Mk 0040,meridian-mid-rise-tailored-chinos-mk-0040,physical,publish,"A studio-tested favourite, slim fit cut crafted from a linen-cotton blend with a back-yoke detail. Soft-washed for an instantly broken-in feel; designed to hold its colour through 60+ washes. Independently lab-tested for safety and durability.",slim fit jeans crafted from a linen-cotton blend.,TJC-WMB-00040,108.86,,70,instock,1,0.53,32,25,3,,,,,1,,,visible,"Clothing, Women","womens, apparel, bottom",Meridian Wear,https://loremflickr.com/1200/1200/womens%2Cjeans%2Cpants?lock=700040,https://picsum.photos/seed/tjc-wmb-00040-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-wmb-00040-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-wmb-00040-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-wmb-00040-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-wmb-00040-g5/1200/1200.jpg,,,,,,,,,,
,Coastline Cat-Eye Polarised Sunglasses № 0041,coastline-cat-eye-polarised-sunglasses-no-0041,physical,publish,"Engineered for daily use, Polarised lenses block 100% UVA/UVB and 99% of glare. Bio-acetate frame, five-barrel hinges, and a microfibre pouch in every box. Free carbon-neutral shipping over $50.",Polarised UV400 sunglasses in bio-acetate.,TJC-SGL-00041,89.14,,180,instock,1,0.19,15,6,6,,,,,1,,,visible,"Accessories, Eyewear","sunglasses, polarised, eyewear",Northland Apparel,https://loremflickr.com/1200/1200/sunglasses%2Ceyewear?lock=700041,https://picsum.photos/seed/tjc-sgl-00041-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-sgl-00041-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-sgl-00041-g3/1200/1200.jpg,,,,,,,,,,
,Aurelia Eau de Parfum Oud Rose EDP 50ml S-0042,aurelia-eau-de-parfum-oud-rose-edp-50ml-s-0042,physical,publish,"Crafted with care, Hand-blended in small batches by master perfumers in Grasse. Long-lasting projection from a sustainably-sourced base, with no synthetic musks or phthalates. Ships in 100% recyclable packaging.",Hand-blended small-batch parfum from Grasse.,TJC-FRG-00042,143.1,,146,instock,1,0.42,7,7,12,,fragile,,,1,,,visible,"Beauty, Fragrance","fragrance, perfume, beauty",Bloom Beauty,https://loremflickr.com/1200/1200/perfume%2Cfragrance?lock=700042,https://picsum.photos/seed/tjc-frg-00042-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-frg-00042-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-frg-00042-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-frg-00042-g4/1200/1200.jpg,,,,,,,,,,
,Hearth Heritage Down Alternative Duvet Series 0043,hearth-heritage-down-alternative-duvet-series-0043,physical,publish,"Engineered for daily use, OEKO-TEX certified 300-thread-count long-staple cotton with mitred hems and oversized envelope corners. Pre-washed for an instant lived-in feel and improved softness wash after wash. Backed by a two-year warranty.",300-TC OEKO-TEX certified long-staple cotton sheets.,TJC-BED-00043,237.12,165.58,161,instock,1,1.27,35,30,12,,,,,1,,notify,visible,"Home & Kitchen, Bedding","bedding, sheets, home",Birchgrove,https://loremflickr.com/1200/1200/bedding%2Clinen%2Csheets?lock=700043,https://picsum.photos/seed/tjc-bed-00043-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-bed-00043-g2/1200/1200.jpg,,,,,,,,,,
,Verdant Pantry Whole-Leaf Oolong 100g Edge Model 0044,verdant-pantry-whole-leaf-oolong-100g-edge-model-0044,physical,publish,"Designed to last, Stone-ground first-harvest ceremonial-grade matcha from Uji, Japan. Bright vegetal aroma with a creamy umami finish; whisks into a clean, foam-topped bowl in under 30 seconds. 30-day no-questions returns.",Stone-ground first-harvest Uji matcha.,TJC-TEA-00044,59.37,,242,instock,1,0.15,12,8,8,,,,,1,,,visible,"Food, Tea","tea, matcha, green, loose-leaf",Tideline,https://loremflickr.com/1200/1200/tea%2Cgreen%2Cmatcha?lock=700044,https://picsum.photos/seed/tjc-tea-00044-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-tea-00044-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-tea-00044-g3/1200/1200.jpg,,,,,,,,,,
,Heritage Loft Wall Sconce Ref. 00045,heritage-loft-wall-sconce-ref-00045,physical,publish,"Crafted with care, Solid brass body with a hand-cut linen drum shade. Inline dimmer, dimmable LED bulb (CRI 95, 2700K) included, and a 2m fabric-wrapped cord with EU/US/UK plug options. Independently lab-tested for safety and durability.",Solid-brass lamp with CRI 95 dimmable LED.,TJC-LTG-00045,73.22,62.07,209,instock,1,3.32,40,30,50,,,,,1,,,visible,"Home & Kitchen, Lighting","lighting, lamp, home",Lumin Interiors,https://loremflickr.com/1200/1200/lamp%2Clighting%2Cinterior?lock=700045,https://picsum.photos/seed/tjc-ltg-00045-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-ltg-00045-g2/1200/1200.jpg,,,,,,,,,,
,Driftwood Field 3-Layer Shell Jacket Mk 0046,driftwood-field-3-layer-shell-jacket-mk-0046,physical,publish,"Designed to last, Three-layer waterproof shell rated to 20,000mm with fully taped seams and a YKK AquaGuard front zip. Adjustable storm hood, packs into its own pocket, and finishes at 510g in size M. Designed in-house and made to last.",3-layer 20K mm waterproof shell with taped seams.,TJC-OWR-00046,241.75,,35,instock,1,1.75,36,28,4,,,,,1,,notify,visible,"Clothing, Outerwear","outerwear, jacket, waterproof",Driftwood & Co.,https://loremflickr.com/1200/1200/jacket%2Ccoat%2Couterwear?lock=700046,https://picsum.photos/seed/tjc-owr-00046-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-owr-00046-g2/1200/1200.jpg,,,,,,,,,,
,Veloce Boost Trail Runners Mark III № 0047,veloce-boost-trail-runners-mark-iii-no-0047,physical,publish,"Made for everyday performance, Energy-return foam midsole, a breathable engineered-mesh upper, and a rubber outsole tuned for wet-road grip. Reflective heel detailing and a recycled-plastic lace system. Designed in-house and made to last.",Energy-return running shoes with breathable upper.,TJC-SHS-00047,88.09,,105,instock,1,0.98,32,22,13,,,,,1,,,visible,"Clothing, Shoes","shoes, sneakers, running",Veloce,https://loremflickr.com/1200/1200/shoes%2Csneakers?lock=700047,https://picsum.photos/seed/tjc-shs-00047-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-shs-00047-g2/1200/1200.jpg,,,,,,,,,,
,Halden Dress GMT Watch S-0048,halden-dress-gmt-watch-s-0048,physical,publish,"Designed to last, Sapphire-crystal 42mm case with an exhibition caseback showing the in-house automatic movement. 200m water resistance, Super-LumiNova C3 indices, and a screw-down crown. Backed by a two-year warranty.",42mm sapphire-crystal automatic watch.,TJC-WTC-00048,874.91,,31,instock,1,0.16,4.5,4.5,1.3,,fragile,,,1,,,visible,"Accessories, Watches","watch, watches, automatic, timepiece",Halden,https://loremflickr.com/1200/1200/wristwatch%2Cluxury%2Cwatch?lock=700048,https://picsum.photos/seed/tjc-wtc-00048-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-wtc-00048-g2/1200/1200.jpg,,,,,,,,,,
,Tideline Whole-Leaf Chamomile Whole-Flower 50g Series 0049,tideline-whole-leaf-chamomile-whole-flower-50g-series-0049,physical,publish,"Built around what you actually use, Stone-ground first-harvest ceremonial-grade matcha from Uji, Japan. Bright vegetal aroma with a creamy umami finish; whisks into a clean, foam-topped bowl in under 30 seconds. Independently lab-tested for safety and durability.",Stone-ground first-harvest Uji matcha.,TJC-TEA-00049,56.05,40.44,249,instock,1,0.21,12,8,8,,,,,1,,,visible,"Food, Tea","tea, matcha, green, loose-leaf",Tideline,https://loremflickr.com/1200/1200/tea%2Cgreen%2Cmatcha?lock=700049,https://picsum.photos/seed/tjc-tea-00049-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-tea-00049-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-tea-00049-g3/1200/1200.jpg,,,,,,,,,,
,Quark Arcade Mechanical Gaming Keyboard Model 0050,quark-arcade-mechanical-gaming-keyboard-model-0050,physical,publish,"Made for everyday performance, Hall-effect sensors, sub-1ms low-latency wireless via 2.4GHz USB dongle, and an 12-hour battery. Hot-swappable switches, per-key RGB, and aluminium construction with PBT double-shot keycaps where applicable. Independently lab-tested for safety and durability.",Pro-tier peripheral with sub-1ms wireless latency.,TJC-GAM-00050,245.91,,220,instock,1,0.53,24,16,12,,,,,1,,,visible,"Electronics, Gaming","gaming, peripheral, keyboard",Borealis,https://loremflickr.com/1200/1200/gaming%2Ccontroller%2Cconsole?lock=700050,https://picsum.photos/seed/tjc-gam-00050-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-gam-00050-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-gam-00050-g3/1200/1200.jpg,,,,,,,,,,
,Little Atlas Forest Wooden Puzzle (24 pcs) Ref. 00051,little-atlas-forest-wooden-puzzle-24-pcs-ref-00051,physical,publish,"Made for everyday performance, FSC-certified solid-beech blocks finished with non-toxic water-based stains and beeswax polish. 60 pieces in a cotton drawstring bag; tested to EN71 and CPSIA. Designed in-house and made to last.",FSC beech blocks finished with non-toxic stains.,TJC-TKD-00051,171.23,,0,outofstock,1,0.65,35,25,12,,,,,1,,,visible,"Toys, Kids","toys, kids, wooden",Bramble Toys,https://loremflickr.com/1200/1200/kids%2Ctoy%2Cwooden?lock=700051,https://picsum.photos/seed/tjc-tkd-00051-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-tkd-00051-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-tkd-00051-g3/1200/1200.jpg,,,,,,,,,,
,Apex Eco Bolster Cushion Mk 0052,apex-eco-bolster-cushion-mk-0052,physical,publish,"Designed to last, Closed-cell modal jersey construction repels sweat and bacteria — wipe clean with a damp cloth. 180×60cm rolled size fits both hot-yoga and floor-pilates studios; reversible textured surface gives extra grip in downward dog. Independently lab-tested for safety and durability.",Non-slip closed-cell yoga gear.,TJC-YOG-00052,189.74,,146,instock,1,1.91,180,60,5,,,,,1,,,visible,"Sports, Yoga","yoga, mat, fitness",Summit Gear,https://loremflickr.com/1200/1200/yoga%2Cmat%2Cfitness?lock=700052,https://picsum.photos/seed/tjc-yog-00052-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-yog-00052-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-yog-00052-g3/1200/1200.jpg,,,,,,,,,,
,Apex Pro 750ml Insulated Bottle № 0053,apex-pro-750ml-insulated-bottle-no-0053,physical,publish,"Engineered for daily use, Double-walled 18/8 stainless steel keeps drinks cold for 24 hours or hot for 12. BPA- and lead-free with a leak-proof screw cap and a durable powder-coated finish. 30-day no-questions returns.",24h cold / 12h hot vacuum-insulated bottle.,TJC-BTL-00053,26.02,,62,instock,1,0.53,8,8,28,,,,,1,,,visible,"Sports, Outdoor","bottle, hydration, outdoor",Apex Outdoors,https://loremflickr.com/1200/1200/water%2Cbottle%2Cinsulated?lock=700053,https://picsum.photos/seed/tjc-btl-00053-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-btl-00053-g2/1200/1200.jpg,,,,,,,,,,
,Ochre & Pine Atelier Drawing Pencil Set (12 Grades) S-0054,ochre-and-pine-atelier-drawing-pencil-set-12-grades-s-0054,physical,publish,"A studio-tested favourite, Professional-grade lightfast pigments in a portable tin with a thumb-ring, a mixing palette, and a sable travel brush. ASTM I lightfast rating across the full range. Free carbon-neutral shipping over $50.",Lightfast ASTM I pigments in a travel tin.,TJC-ART-00054,154.65,110.48,0,outofstock,1,0.46,30,22,5,,,,,1,,,visible,Art & Crafts,"art, craft, painting, supplies",Ochre & Pine,https://loremflickr.com/1200/1200/art%2Csupplies%2Ccraft%2Cpainting?lock=700054,https://picsum.photos/seed/tjc-art-00054-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-art-00054-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-art-00054-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-art-00054-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-art-00054-g5/1200/1200.jpg,,,,,,,,,,
,Halo Fit Smartwatch Series 0055,halo-fit-smartwatch-series-0055,physical,publish,"Built around what you actually use, 1.5-inch always-on AMOLED display, dual-frequency GPS, heart-rate, SpO2 and skin-temperature sensors, sleep and stress tracking, and a 36-day battery in everyday use. 5-ATM water resistance, over 120 sport modes, and a swappable 22mm quick-release strap. Free carbon-neutral shipping over $50.",GPS smartwatch with 36-day battery and SpO2 tracking.,TJC-WCH-00055,508.03,,218,instock,1,0.07,4.5,4.5,1.2,,,,,1,,,visible,"Electronics, Wearables","smartwatch, wearable, gps, fitness",Nimbus,https://loremflickr.com/1200/1200/smartwatch?lock=700055,https://picsum.photos/seed/tjc-wch-00055-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-wch-00055-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-wch-00055-g3/1200/1200.jpg,,,,,,,,,,
,Veloce Run Trail Runners Series 2 Model 0056,veloce-run-trail-runners-series-2-model-0056,physical,publish,"Built around what you actually use, Energy-return foam midsole, a breathable engineered-mesh upper, and a rubber outsole tuned for wet-road grip. Reflective heel detailing and a recycled-plastic lace system. Designed in-house and made to last.",Energy-return running shoes with breathable upper.,TJC-SHS-00056,258.49,,200,instock,1,1.15,32,22,13,,,1,,1,,notify,visible,"Clothing, Shoes","shoes, sneakers, running",Veloce,https://loremflickr.com/1200/1200/shoes%2Csneakers?lock=700056,https://picsum.photos/seed/tjc-shs-00056-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-shs-00056-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-shs-00056-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-shs-00056-g4/1200/1200.jpg,,,,,,,,,,
,Atlas Blouse Tunic Top Signature Ref. 00057,atlas-blouse-tunic-top-signature-ref-00057,physical,publish,"Built around what you actually use, modal jersey cut in a regular fit silhouette with a soft hand-feel and a drape that flatters. Designed in our studio and produced in a Fair-Wear-certified facility. Ships in 100% recyclable packaging.",modal jersey knit top in a regular fit.,TJC-WMT-00057,162.04,,33,instock,1,0.53,28,22,2,,,,,1,,notify,visible,"Clothing, Women","womens, apparel, top",Coastline,https://loremflickr.com/1200/1200/womens%2Cblouse%2Cshirt%2Capparel?lock=700057,https://picsum.photos/seed/tjc-wmt-00057-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-wmt-00057-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-wmt-00057-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-wmt-00057-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-wmt-00057-g5/1200/1200.jpg,,,,,,,,,,
,Roadline Studio Roof Cargo Box 450L Mk 0058,roadline-studio-roof-cargo-box-450l-mk-0058,physical,publish,"Designed to last, True 4K 60fps recording with HDR, GPS logging, Wi-Fi 5GHz, and a built-in supercapacitor that survives a hot dashboard. Loops onto a 256GB UHS-I card (sold separately). 30-day no-questions returns.",True 4K HDR dash cam with GPS logging.,TJC-AUT-00058,123.17,,273,instock,1,1.61,60,40,20,,,,,1,,,visible,"Automotive, Accessories","automotive, car, accessories",Roadline,https://loremflickr.com/1200/1200/car%2Cautomotive%2Cinterior?lock=700058,https://picsum.photos/seed/tjc-aut-00058-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-aut-00058-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-aut-00058-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-aut-00058-g4/1200/1200.jpg,,,,,,,,,,
,Loom & Lustre Atelier Sterling Silver Ring Pro № 0059,loom-and-lustre-atelier-sterling-silver-ring-pro-no-0059,physical,publish,"Built around what you actually use, Made from 18K solid gold with hypoallergenic plating. Hand-finished in our studio, hallmarked, and presented in a recycled-cotton gift pouch. Ships in 100% recyclable packaging.",Hand-finished 18K solid gold fine jewellery.,TJC-JWL-00059,71.22,,188,instock,1,0.07,5,5,1,,fragile,,,1,,,visible,"Accessories, Jewellery","jewellery, silver, gold, accessory",Halden Atelier,https://loremflickr.com/1200/1200/jewellery%2Cring%2Cnecklace%2Csilver?lock=700059,https://picsum.photos/seed/tjc-jwl-00059-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-jwl-00059-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-jwl-00059-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-jwl-00059-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-jwl-00059-g5/1200/1200.jpg,,,,,,,,,,
,Roadline Trail Tyre Inflator (Cordless) S-0060,roadline-trail-tyre-inflator-cordless-s-0060,physical,publish,"A studio-tested favourite, True 4K 60fps recording with HDR, GPS logging, Wi-Fi 5GHz, and a built-in supercapacitor that survives a hot dashboard. Loops onto a 256GB UHS-I card (sold separately). Ships in 100% recyclable packaging.",True 4K HDR dash cam with GPS logging.,TJC-AUT-00060,210.15,138.52,186,instock,1,3.35,60,40,20,,,,,1,,,visible,"Automotive, Accessories","automotive, car, accessories",Roadline,https://loremflickr.com/1200/1200/car%2Cautomotive%2Cinterior?lock=700060,https://picsum.photos/seed/tjc-aut-00060-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-aut-00060-g2/1200/1200.jpg,,,,,,,,,,
,Inkfield Heritage A5 Hardcover Notebook (Ruled) Series 0061,inkfield-heritage-a5-hardcover-notebook-ruled-series-0061,physical,publish,"A studio-tested favourite, 192-page hardcover notebook on 100gsm cream paper with a lay-flat smyth-sewn binding, ribbon marker and elastic closure. Acid-free paper takes fountain-pen ink without bleed. Backed by a two-year warranty.",192-page hardcover notebook on 100gsm cream paper.,TJC-OFC-00061,67.47,,174,instock,1,0.63,22,15,2,,,,,1,,,visible,"Office, Stationery","office, stationery, notebook",Bureau Co.,https://loremflickr.com/1200/1200/notebook%2Cpen%2Cstationery%2Coffice?lock=700061,https://picsum.photos/seed/tjc-ofc-00061-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-ofc-00061-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-ofc-00061-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-ofc-00061-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-ofc-00061-g5/1200/1200.jpg,,,,,,,,,,
,Veloce Trail Front Light 1000lm Model 0062,veloce-trail-front-light-1000lm-model-0062,physical,publish,"Made for everyday performance, Multi-density EPS shell with MIPS rotational-impact protection, 24 large vents and a Boa retention dial. Weighs in at 240g in size M and meets EN 1078 + CPSC standards. Designed in-house and made to last.","MIPS helmet at 240g, EN 1078 + CPSC certified.",TJC-CYC-00062,640.87,464.91,204,instock,1,5.09,60,30,15,,,,,1,,,visible,"Sports, Cycling","cycling, bike, helmet",Summit Gear,https://loremflickr.com/1200/1200/bicycle%2Ccycling%2Chelmet?lock=700062,https://picsum.photos/seed/tjc-cyc-00062-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-cyc-00062-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-cyc-00062-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-cyc-00062-g4/1200/1200.jpg|https://picsum.photos/seed/tjc-cyc-00062-g5/1200/1200.jpg,,,,,,,,,,
,Trailwise Tempo Reflective Running Vest Ref. 00063,trailwise-tempo-reflective-running-vest-ref-00063,physical,publish,"Built around what you actually use, Lightweight, breathable construction with reflective detailing and a no-bounce phone pocket. Designed with input from elite ultra-runners. Independently lab-tested for safety and durability.",Lightweight reflective running gear.,TJC-RUN-00063,210.94,,42,instock,1,1.03,30,22,12,,,,,1,,,visible,"Sports, Running","running, athletic, sports",Veloce Sports,https://loremflickr.com/1200/1200/running%2Cshoes%2Cathletic?lock=700063,https://picsum.photos/seed/tjc-run-00063-g1/1200/1200.jpg|https://picsum.photos/seed/tjc-run-00063-g2/1200/1200.jpg|https://picsum.photos/seed/tjc-run-00063-g3/1200/1200.jpg|https://picsum.photos/seed/tjc-run-00063-g4/1200/1200.jpg,,,,,,,,,,
